id,owner_user_id,reputation
"1080","",""
"2740","",""
"4016","",""
"5613","",""
"8417","",""
"9372","",""
"10452","",""
"16782","",""
"18878","",""
"25419","",""
"25449","",""
"32303","",""
"36849","",""
"40427","",""
"51601","",""
"54158","",""
"54409","",""
"56931","",""
"57374","",""
"58431","",""
"59473","",""
"61404","",""
"62540","",""
"62869","",""
"62893","",""
"63592","",""
"63705","",""
"63845","",""
"64221","",""
"65280","",""
"65614","",""
"65637","",""
"69102","",""
"76552","",""
"76554","",""
"81062","",""
"81262","",""
"82104","",""
"82716","",""
"85459","",""
"87400","",""
"95245","",""
"98031","",""
"105197","",""
"108167","",""
"118276","",""
"122441","",""
"133043","",""
"139952","",""
"140326","",""
"146001","",""
"147945","",""
"154633","",""
"161742","",""
"162551","",""
"167422","",""
"170444","",""
"170615","",""
"172259","",""
"172889","",""
"178430","",""
"178610","",""
"178913","",""
"181023","",""
"181116","",""
"184599","",""
"185599","",""
"185667","",""
"185794","",""
"187793","",""
"191648","",""
"191687","",""
"191725","",""
"191901","",""
"192082","",""
"192467","",""
"192624","",""
"193160","",""
"193372","",""
"193815","",""
"194020","",""
"195036","",""
"196976","",""
"198314","",""
"198480","",""
"198776","",""
"198918","",""
"199171","",""
"199197","",""
"202336","",""
"203716","",""
"203787","",""
"205059","",""
"205132","",""
"205839","",""
"206524","",""
"211775","",""
"212988","",""
"213472","",""
"220121","",""
"221895","",""
"223518","",""
"225962","",""
"226085","",""
"233594","",""
"233603","",""
"233614","",""
"6562","3","1997"
"65","4","1192"
"3945","21","1205"
"6944","23","3232"
"130","24","451"
"10","32","3092"
"213","33","68724"
"215","33","68724"
"378","33","68724"
"2658","33","68724"
"278","34","2000"
"4533","37","58579"
"82035","37","58579"
"171356","37","58579"
"2174","44","1366"
"32","45","4949"
"235","57","9007"
"29517","61","217"
"238","89","1830"
"600","160","1691"
"603","160","1691"
"730","160","1691"
"448","161","763"
"465","182","523"
"477","209","383"
"878","248","292"
"1281","294","15720"
"7595","294","15720"
"16644","294","15720"
"589","396","48579"
"1812","396","48579"
"3078","396","48579"
"7840","396","48579"
"7944","396","48579"
"8695","396","48579"
"11532","396","48579"
"12413","396","48579"
"12415","396","48579"
"12479","396","48579"
"15797","396","48579"
"20535","396","48579"
"21118","396","48579"
"24209","396","48579"
"24845","396","48579"
"24891","396","48579"
"83017","396","48579"
"84139","396","48579"
"138765","396","48579"
"203173","396","48579"
"179688","405","625"
"3290","414","44401"
"667","431","197"
"214820","453","19814"
"1274","469","2826"
"3611","488","4944"
"8638","490","1117"
"17487","493","3835"
"37832","543","17514"
"1283","556","1036"
"2452","556","1036"
"58765","556","1036"
"72231","556","1036"
"1310","566","1077"
"11513","618","14797"
"18726","618","14797"
"35317","637","109"
"1327","665","26440"
"2770","665","26440"
"3129","667","1791"
"5762","667","1791"
"49852","667","1791"
"10404","691","204"
"169133","717","331"
"174594","717","331"
"10219","764","13367"
"15638","764","13367"
"16345","764","13367"
"140714","764","13367"
"1793","788","1966"
"39608","791","1252"
"186865","791","1252"
"5085","793","12511"
"11272","836","36805"
"152223","836","36805"
"96212","946","153"
"4256","953","26346"
"8206","953","26346"
"17971","971","94114"
"20786","971","94114"
"21149","971","94114"
"33873","971","94114"
"42904","971","94114"
"43528","971","94114"
"44418","971","94114"
"44750","971","94114"
"51071","971","94114"
"59396","971","94114"
"81994","971","94114"
"120414","971","94114"
"128286","971","94114"
"23690","975","45692"
"1537","997","907"
"33009","1072","503"
"120071","1090","417"
"49849","1148","1376"
"2231","1152","2095"
"1774","1155","213"
"1782","1158","1339"
"55314","1170","644"
"16214","1206","1152"
"2070","1350","449"
"5502","1351","2762"
"6940","1351","2762"
"8518","1366","335"
"2113","1389","321"
"31461","1398","594"
"23564","1565","129"
"176803","1574","12700"
"3144","1634","373"
"200936","1708","284"
"202945","1708","284"
"105493","1850","4432"
"2826","1902","513"
"3681","1903","2743"
"2874","1937","889"
"2918","1962","334"
"95335","1962","334"
"90939","1975","501"
"9932","2006","588"
"3592","2023","1642"
"30560","2031","505"
"32758","2052","2061"
"24410","2054","615"
"176737","2075","2968"
"178808","2075","2968"
"4699","2130","1091"
"162206","2138","7442"
"213233","2138","7442"
"8072","2147","6814"
"79023","2147","6814"
"52489","2164","121"
"3246","2172","129"
"31659","2210","3415"
"7236","2212","5859"
"7280","2212","5859"
"3416","2216","563"
"5044","2216","563"
"7181","2232","3327"
"70719","2264","78762"
"3488","2286","277"
"3493","2305","77"
"3574","2336","377"
"14515","2337","914"
"3664","2371","203"
"90534","2374","6475"
"40715","2379","3153"
"233302","2379","3153"
"3727","2407","375"
"4143","2617","767"
"172419","2639","367"
"178484","2651","4073"
"6918","2666","3334"
"6919","2666","3334"
"10044","2666","3334"
"46682","2666","3334"
"72005","2666","3334"
"4210","2669","153"
"4313","2725","41"
"81763","2755","29740"
"4410","2766","213"
"4925","2769","1095"
"5526","2769","1095"
"15038","2858","1194"
