id,owner_user_id,reputation
"16473","",""
"62923","",""
"217213","",""
"244489","",""
"280053","",""
"285392","",""
"329775","",""
"376346","",""
"443009","",""
"478242","",""
"510955","",""
"516869","",""
"541620","",""
"585149","",""
"586759","",""
"580177","",""
"611520","",""
"643122","",""
"738846","",""
"761077","",""
"803566","",""
"841984","",""
"867928","",""
"914199","",""
"918180","",""
"920114","",""
"935463","",""
"969223","",""
"1059648","",""
"1063595","",""
"1102359","",""
"1115739","",""
"1119587","",""
"1124657","",""
"1131332","",""
"1136844","",""
"1150209","",""
"1240546","",""
"1250666","",""
"1263599","",""
"1276579","",""
"1326617","",""
"1354610","",""
"1376035","",""
"1384050","",""
"1414861","",""
"1429335","",""
"1440810","",""
"1444731","",""
"1456899","",""
"1474101","",""
"1496121","",""
"1518009","",""
"1540063","",""
"1658328","",""
"1678373","",""
"1702602","",""
"1758631","",""
"1865741","",""
"1883165","",""
"1911791","",""
"2099659","",""
"2286565","",""
"2313154","",""
"2359005","",""
"2467195","",""
"2470744","",""
"2749108","",""
"2845247","",""
"2866520","",""
"2871041","",""
"2898249","",""
"3118741","",""
"3482854","",""
"3648417","",""
"3771425","",""
"3844630","",""
"4121166","",""
"4209885","",""
"4326199","",""
"4362934","",""
"4421487","",""
"4940261","",""
"5012770","",""
"5415828","",""
"5609745","",""
"5690443","",""
"5782836","",""
"5837759","",""
"5892980","",""
"6170959","",""
"6354829","",""
"6362786","",""
"6738017","",""
"6804849","",""
"7085848","",""
"7157878","",""
"7222751","",""
"7497880","",""
"7533485","",""
"7615675","",""
"7646574","",""
"7829897","",""
"8123968","",""
"8316189","",""
"8375028","",""
"8412776","",""
"8426783","",""
"8428743","",""
"8431067","",""
"8543255","",""
"8839943","",""
"8878219","",""
"8930433","",""
"9202126","",""
"9393013","",""
"9474630","",""
"9972062","",""
"10113650","",""
"10183535","",""
"10201945","",""
"10648467","",""
"10692775","",""
"10770141","",""
"10804310","",""
"10805334","",""
"10987672","",""
"11042150","",""
"11116804","",""
"11138392","",""
"11137556","",""
"11278085","",""
"11343174","",""
"11592433","",""
"11768341","",""
"11794707","",""
"11899482","",""
"11957409","",""
"12044080","",""
"12132371","",""
"12437165","",""
"12797817","",""
"13070845","",""
"13133630","",""
"13246540","",""
"13407852","",""
"13501257","",""
"13502153","",""
"13666593","",""
"13788514","",""
"14063753","",""
"14072917","",""
"14171779","",""
"14243523","",""
"14422421","",""
"14499638","",""
"14550149","",""
"14620560","",""
"14661036","",""
"14677913","",""
"14723404","",""
"14914871","",""
"15125891","",""
"15181552","",""
"15285008","",""
"15512429","",""
"15650550","",""
"15698095","",""
"15714371","",""
"15756016","",""
"15826425","",""
"15900085","",""
"16115807","",""
"16145638","",""
"16161750","",""
"16227514","",""
"16281369","",""
"16321903","",""
"16322067","",""
"16474608","",""
"16528825","",""
